Fe1,Fe2,Fe3,Fe4,Fe5,Fe6,Fe7,Fe8,Fe9,Fe10,Fe11,Fe12,Target
13.481516705191297,-31.85135516915197,-4.851970347163047,-8.321583025820473,-1.463108562101742,-8.099984933421117,-2.326285194874043,-1.5407704067086057,-0.5518685647250092,-1.7848546485189452,-0.7938028286488391,-0.9329789910464724,0.0
11.71569685272732,-28.04341280044024,-5.141512130569673,-8.432868187946127,-3.335683324362916,-9.39234273164796,-0.3099202512828504,0.044391637086377,-0.1280581612548161,-1.8532253994745087,-2.570185099405206,0.1336724716145637,1.0
10.451600019436254,-28.5798996196929,-6.451272329641774,-8.095307211984577,-0.4064142565016835,-7.30760722431298,-0.1746534189660052,-2.25200412217735,-5.029071950534449,-4.699203259965035,-2.3785849615795405,-0.5386921580670773,2.0
9.939052194162985,-30.662863355855592,-5.725287538481023,-10.543627319086012,-6.202145794240771,-11.700844409499377,-2.4409366069108254,-0.5547143274176626,1.2476070834473902,1.10056049600412,-0.910359832544686,-2.1379006885169014,3.0
10.609325125298342,-28.95322260700115,-10.035023554879304,-11.681133968138909,-3.977334693837913,-10.565003330448436,0.9584298998336012,1.6693586340846809,-1.7819167369611977,-1.4037162537616654,1.190148775350487,1.476161447638371,4.0
11.472921744161118,-27.502232042855788,-8.447941664120577,-8.03420560818217,-0.2443316536762333,-8.956637941355691,-0.481481602679252,-1.2232666931283287,-2.800208278940896,-3.843630486156274,-3.362443678874627,-0.899208068699796,5.0
14.652252489464349,-32.16118089486677,-11.078513455685169,-1.936704699711292,-0.8733638384138422,-11.742446506472618,5.718356785971122,-2.55109799346339,-5.642172571422886,1.2282613996677638,-1.2732293194958415,-0.614284755140525,6.0
10.516204829607306,-29.08452483931027,-9.570402107844869,-10.956931881011515,-2.37891930578659,-8.763068296808635,-0.2303342855858956,-2.83168944493682,-4.660778726487522,-1.167213707995226,2.887997549199381,2.6485792393977543,7.0
13.67059143500562,-25.18153003357532,-4.722859369878732,-3.895455782161796,1.223785513687858,-9.09193085550762,-2.4807099474967265,-7.6353103923211,-8.52922646971455,-2.9218493211293257,-0.881804010476034,0.2054788084958967,8.0
11.699487424234407,-26.21101683863757,-10.890271704694545,-8.181534618640102,1.1752081918795405,-9.427393121206157,0.8814833698428995,-1.921828762168858,-5.264608766894673,-2.335015296802882,-0.9184956742174064,1.161192605420539,9.0
11.091830865853373,-30.936506550083827,-6.154438090373627,-9.604844565549945,-3.083028498782965,-11.167977123482752,-4.057480114349636,-2.241420137584748,-1.1844672626658643,-2.344073661657958,-1.3059775056188083,0.1021139910337476,0.0
11.277809674312328,-28.892744796968667,-7.668982388733356,-9.9699636010675,-4.205181337738499,-10.362863448373028,1.60094980900865,2.2463616943752025,1.293289060046322,-0.1615682928924252,-1.4221358194353586,1.1064698188753956,1.0
10.921295958423643,-30.125932690898463,-5.728613402408124,-7.559651911169676,0.2028328921608501,-6.659114821242468,0.3704563243921395,0.2915440877879168,-3.130420315720071,-4.691610166207816,-1.1174668359910511,0.9254045615696228,2.0
11.278224998699486,-32.81980319753449,-4.901626600797737,-9.152497489765384,-4.068511276744051,-10.060834575667124,-1.3407344055263448,1.0794466420286724,2.171337897921168,1.4162089409692062,1.2989769296546416,-0.3458723814772728,3.0
10.339412004753886,-32.13196031669334,-10.746988637964836,-13.572942367770874,-6.651959898949026,-12.424814762108465,1.382721061190319,2.203183521249441,-2.319131651246166,-3.065799047573217,-0.6545621985190095,0.6350953481061976,4.0
11.903314204692167,-31.416460844026687,-8.903934352560498,-10.476663207952727,-1.0375116856375943,-7.819417520415861,-0.728753655421373,-0.766741501934476,-1.949232182827362,-4.223193915417348,-3.728114624992701,0.2046086118378265,5.0
15.494539229499916,-33.99587719871532,-10.874349719955829,-1.1836273930116852,0.0712895227077945,-11.322926849263403,6.678206069341072,-0.6147312484438802,-4.664238493044497,0.7186365027417667,-2.4977463304547403,-1.1922779195381583,6.0
11.11947020394868,-31.063801366120305,-8.342932535670643,-9.864570431403674,-1.2898143800025257,-7.408718732045949,-0.5679139369890605,-3.215242113814776,-4.291820257548803,-2.317557669233856,-0.1027699872550757,-0.013994407728464,7.0
13.542876513220792,-27.152183900226493,-3.6036072983807466,-3.998811846645748,1.3759935442195623,-8.054040938209836,0.0560334197367932,-3.0994538214927574,-5.842067942111168,-3.7175664533649297,-4.431858620115189,-2.2840888859427326,8.0
11.88493499886349,-27.59878909609586,-10.813028389784,-9.203512378333649,-0.7085913409045385,-10.328711727900007,0.6160704735783358,-0.569813445517166,-4.505812542250982,-3.677763563155157,-1.711484954044899,0.6642267207774456,9.0
12.11542548359628,-30.30560935960457,-4.938962592824068,-8.031293861919188,-2.1000367608858563,-11.47164640790095,-3.955167302261655,-2.966410988572656,-3.447542516272711,-3.045089306446269,-0.652583276196983,-0.5915955822869763,0.0
11.394502275697032,-31.958038749832344,-7.298862163691873,-11.198734066940014,-5.112573560347802,-10.491844147313335,-0.9357301958481206,-0.022440701312875,-0.2607843623704481,-2.625441145846598,-1.9379261075332617,1.05013643824017,1.0
12.271519894880392,-29.418245199330187,-5.887736940694452,-7.712886436923663,-1.0324164821577977,-7.947702012876122,-1.0755196456951537,-2.353313801699764,-5.721977205703298,-7.003741667734884,-4.656883736167251,-1.6262891515644626,2.0
9.674375395639498,-32.29817618000851,-8.772181542165768,-13.106252683507424,-6.176553781311591,-10.499914276251376,-1.005127717907083,0.7876976981657616,2.287825744476635,0.9114518942629516,-1.183390002138645,-1.5711819085747698,3.0
9.670997495324087,-28.24915683655044,-10.893435091775093,-11.845684639924846,-5.282534992399078,-12.44244151844724,1.5103038694167992,1.2379479648523863,-3.3006860705976417,-2.661604887077225,-0.4133935661088073,0.8331662313362374,4.0
12.93733692336823,-30.85792463465604,-10.145480933641652,-11.68870564263448,-0.1186739671522761,-7.854872532738709,-1.102593231272673,0.8514449867849424,1.0194764610468932,-1.7582611107957082,-1.778075969301662,-0.1033548798201224,5.0
16.109997203709746,-32.478532044733655,-7.877727317024017,-3.274197450737012,-1.7280175280770254,-9.873276076185409,4.210094942559776,-1.4055820335686695,-2.067598558147647,2.4087140540280187,-1.967704118474431,-2.2696765073591587,6.0
11.76695995997376,-30.75763201812,-7.941924496973538,-9.664575394880153,-2.030547465085088,-10.383501051282702,-1.972436700062376,-3.127463828194688,-3.972331175617948,-0.1679371482380973,2.4846994821065365,0.5959003794542073,7.0
13.642933433845402,-30.84411709447978,-6.28722125466037,-5.548542572389817,-0.0685072757109704,-8.33146992162366,0.173915299948112,-1.6935867040613026,-1.1282770847370838,-0.5134992544133092,-1.6421890198301186,-2.908578945002927,8.0
12.227762394415526,-27.1010344898426,-11.30146932713198,-7.613196467397187,1.1264830745398309,-8.63236984205381,1.859600210142853,-1.3524459282615064,-3.764053863632805,-2.9667350789735463,-3.4583291113800847,-0.3862327821007763,9.0
10.800271343716432,-20.630135781844952,-8.539365943367452,-6.311812487425064,-1.2473465184615775,-13.717231625235026,-2.56686389766442,-2.047488551619518,-1.9000963679920049,-0.8126373711109182,-1.0169852271334658,1.447784101394474,0.0
10.844046423011044,-26.64773929564326,-6.219956579683971,-8.978893229659496,-2.6143836740470747,-8.138986400305367,2.004816447196516,1.9203491423337904,1.2585919208913514,-0.0642099670452536,-1.696037616324263,-0.1744326652859706,1.0
11.04416356380766,-32.986316127484486,-6.976530049729678,-9.97541894849622,-1.8232664629517044,-7.336536236940163,-1.3026302779481171,-2.9384048652530965,-4.327096361995592,-5.227980557397557,-3.093191711523396,-1.5014455830679572,2.0
10.74484882986474,-30.473746623386827,-6.051111879892866,-9.827372159424424,-3.6625996646447465,-9.226956284795785,-0.5264524557907752,0.8311221940002811,-0.0221329726010283,-1.1010004640117028,-1.2667551796293652,-3.68532324683459,3.0
11.4114660362552,-31.588940539444447,-10.33709074902864,-14.05715179433614,-5.801857272761891,-11.402536449283115,0.6318644628634021,1.5576225447491094,-2.881052112297404,-3.259280833844248,0.1021066405356465,1.3617340065419967,4.0
12.76512333462762,-31.48598341276824,-9.467723173659891,-10.631431583919923,-1.657496381931218,-9.54378466896328,-0.3227585178433021,1.0689065460728482,0.0007226978666568,-2.550363894644753,-2.5645085236392497,-0.7204529943840154,5.0
16.55363441979023,-32.69516097416346,-10.950675287411936,-2.848709577961438,1.7857220514081666,-9.995704428971967,5.699535079040842,0.9540086090633324,-5.14324130863672,0.8667063294560847,1.1816566166734193,-0.7902495481599349,6.0
10.910661306089672,-32.35492730231941,-8.448716790422774,-12.194266028473066,-4.0970788905232025,-9.700626318756246,-1.3579108106630629,-3.0329237059096013,-4.444668792661085,-1.972401960539537,1.43986683142508,0.6000645269776193,7.0
12.670757828733729,-30.943735452148488,-7.550541223735613,-6.97011591524856,-0.9955187738723422,-8.599217470566908,-0.4089302787911451,-3.4967093605639903,-3.7777967744342345,-1.600816131591536,-1.3954518930781816,-2.8250700118497494,8.0
11.359580753318497,-28.817382305372515,-12.713851813091951,-11.095691706184288,-0.3014798836691837,-10.030432102520551,0.1868832049001301,-1.4856389408606907,-3.340048275317256,-1.921520087394898,-1.350623517923873,0.8885643036325707,9.0
12.184104270625843,-23.82884960717976,-3.711802522266555,-5.267016802303355,0.5332808864216402,-11.158556959212625,-3.951717756340397,-2.2411084436650177,-4.14913357062479,-2.6925620493709124,0.2044056784537019,0.0528840240072272,0.0
11.064785019901146,-30.45008426834687,-7.291075248510228,-11.269009746929411,-4.243478896744004,-9.009469665373002,-0.4480655495111191,0.1031542792527059,-1.7235633719865209,-4.929440017541846,-3.6065977817604975,-0.0428702527053199,1.0
